true_prevalence,epsilon,seed,is_null_condition,noisy_count,noisy_proportion,ci_lower,ci_upper,detected
0.005,0.2,912821179,False,14,0.002970942913187977,0.0,0.006213077408376278,True
0.005,0.2,2056862345,False,19,0.004211648618485307,0.0009695141232970066,0.007453783113673608,True
0.005,0.2,679225578,False,15,0.0032117771507059046,0.0,0.006453911645894206,True
0.005,0.2,363765074,False,27,0.005777707199881126,0.0025355727046928256,0.009019841695069426,True
0.005,0.2,1423357084,False,26,0.005606699420970053,0.002364564925781752,0.008848833916158354,True
0.005,0.2,578078121,False,25,0.005514919471156228,0.002272784975967927,0.00875705396634453,True
0.005,0.2,131955793,False,20,0.004252550582433978,0.001010416087245677,0.0074946850776222785,True
0.005,0.2,840510103,False,26,0.0055313789509068845,0.0022892444557185837,0.008773513446095185,True
0.005,0.2,1336200708,False,25,0.005320711257968089,0.0020785767627797885,0.008562845753156391,True
0.005,0.2,1807392586,False,22,0.0047427281962577955,0.0015005937010694947,0.007984862691446097,True
0.005,0.2,408445776,False,34,0.007270222568842487,0.004028088073654186,0.010512357064030788,True
0.005,0.2,414020574,False,23,0.004910642805647034,0.0016685083104587333,0.008152777300835336,True
0.005,0.2,982827989,False,44,0.00959385648195377,0.006351721986765469,0.01283599097714207,True
0.005,0.2,1195752179,False,33,0.007056341392515413,0.0038142068973271125,0.010298475887703714,True
0.005,0.2,477470402,False,28,0.00603395413397045,0.0027918196387821496,0.009276088629158751,True
0.005,0.2,297902990,False,25,0.005339656514086881,0.00209752201889858,0.008581791009275181,True
